File,Creation,Time,UTC,6/27/22,2:52:10,,,,,,,,,,,
SW,Name,iID®DataCaptureSoftware,,,,,,,,,,,,,,
SW,Version,v01.09,,,,,,,,,,,,,,
SW,BuildDate,4/7/20,,,,,,,,,,,,,,
SW,StartTime,6/7/22,22:31:14,,,,,,,,,,,,,
Lib,Version,v1.6.3,,,,,,,,,,,,,,
Company,Micro-Sensys,GmbH,,,,,,,,,,,,,,
OS,Version,v10.0.17763.865,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Settings,,,,,,,,,,,,,,,,
,Scan,mode,MPC,,,,,,,,,,,,,
,DataGetDelay_Seconds,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Found,Hardware,,,,,,,,,,,,,,,
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas,,,,,,,,,,,
,0x01,25SQCMICSCB030EB4,,,,,,,,,,,,,,
,0x10,200330,D0.22,98.26.06,2,,,,,,,,,,,
,0x13,200328,D0.22,98.26.06,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2,,,,,
6/27/22,6:19:46,780,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:19:36,600,6/27/22,13:19:36,600,199,Departing,x,x
6/27/22,6:19:56,874,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:19:46,700,6/27/22,13:19:46,700,206,Departing,x,x
6/27/22,6:19:56,874,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,13:19:46,700,6/27/22,13:19:46,700,16,Departing,x,x
6/27/22,6:20:06,937,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:19:56,800,6/27/22,13:19:56,800,209,Unknown,x,
6/27/22,6:20:06,937,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,13:19:56,800,6/27/22,13:19:56,800,3,Unknown,x,
6/27/22,6:20:16,999,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:20:06,900,6/27/22,13:20:06,900,201,Unknown,x,
6/27/22,6:20:27,77,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:20:17,0,6/27/22,13:20:17,0,154,Unknown,x,
6/27/22,6:20:37,155,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:20:27,0,6/27/22,13:20:27,0,41,Unknown,x,
6/27/22,6:20:47,249,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:20:37,100,6/27/22,13:20:37,100,38,Unknown,x,
6/27/22,6:20:57,312,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:20:47,200,6/27/22,13:20:47,200,121,Unknown,x,
6/27/22,6:21:07,405,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:20:57,300,6/27/22,13:20:57,300,55,Unknown,x,
6/27/22,6:21:17,483,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:21:07,300,6/27/22,13:21:07,300,1,Unknown,x,
6/27/22,6:21:27,562,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:21:17,400,6/27/22,13:21:17,400,45,Arriving,x,x
6/27/22,6:21:37,687,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:21:27,500,6/27/22,13:21:27,500,173,Arriving,x,x
6/27/22,6:21:37,687,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,13:21:27,500,6/27/22,13:21:27,500,25,Arriving,x,x
6/27/22,6:21:47,749,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:21:37,600,6/27/22,13:21:37,600,196,Departing,x,x
6/27/22,6:21:57,827,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:21:47,700,6/27/22,13:21:47,700,203,Departing,x,x
6/27/22,6:22:07,905,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:21:57,800,6/27/22,13:21:57,800,179,Departing,x,x
6/27/22,6:22:17,983,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:22:07,900,6/27/22,13:22:07,900,156,Unknown,x,
6/27/22,6:22:17,983,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,13:22:07,900,6/27/22,13:22:07,900,28,Arriving,x,x
6/27/22,6:22:28,93,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:22:17,900,6/27/22,13:22:17,900,171,Unknown,x,
6/27/22,6:22:28,93,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,13:22:17,900,6/27/22,13:22:17,900,22,Arriving,x,x
6/27/22,6:22:38,155,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:22:28,0,6/27/22,13:22:28,0,116,Unknown,x,
6/27/22,6:22:48,233,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:22:38,100,6/27/22,13:22:38,100,114,Unknown,x,
6/27/22,6:22:58,312,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:22:48,200,6/27/22,13:22:48,200,91,Unknown,x,
6/27/22,6:23:08,405,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:22:58,300,6/27/22,13:22:58,300,21,Unknown,x,
6/27/22,6:23:18,468,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:23:08,300,6/27/22,13:23:08,300,9,Unknown,x,
6/27/22,6:23:28,562,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:23:18,400,6/27/22,13:23:18,400,34,Unknown,x,
6/27/22,6:23:38,640,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:23:28,500,6/27/22,13:23:28,500,128,Unknown,x,
6/27/22,6:23:48,733,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:23:38,600,6/27/22,13:23:38,600,196,Unknown,x,
6/27/22,6:23:58,796,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:23:48,700,6/27/22,13:23:48,700,171,Unknown,x,
6/27/22,6:24:08,874,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:23:58,800,6/27/22,13:23:58,800,136,Unknown,x,
6/27/22,6:24:18,968,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:24:08,800,6/27/22,13:24:08,800,191,Unknown,x,
6/27/22,6:24:29,30,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:24:18,900,6/27/22,13:24:18,900,169,Unknown,x,
6/27/22,6:24:39,124,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:24:29,0,6/27/22,13:24:29,0,196,Unknown,x,
6/27/22,6:24:49,187,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:24:39,100,6/27/22,13:24:39,100,187,Unknown,x,
6/27/22,6:24:59,249,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:24:49,200,6/27/22,13:24:49,200,142,Unknown,x,
6/27/22,6:25:09,358,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:24:59,200,6/27/22,13:24:59,200,189,Unknown,x,
6/27/22,6:25:19,437,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:25:09,300,6/27/22,13:25:09,300,159,Departing,x,x
6/27/22,6:25:29,530,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:25:19,400,6/27/22,13:25:19,400,221,Departing,x,x
6/27/22,6:25:39,624,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:25:29,500,6/27/22,13:25:29,500,192,Arriving,x,x
6/27/22,6:25:49,718,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:25:39,600,6/27/22,13:25:39,600,224,Arriving,x,x
6/27/22,6:25:59,812,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:25:49,700,6/27/22,13:25:49,700,234,Arriving,x,x
6/27/22,6:26:09,890,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:25:59,700,6/27/22,13:25:59,700,42,Unknown,x,
6/27/22,6:29:41,358,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,13:29:31,200,6/27/22,13:29:31,200,15,Unknown,x,
6/27/22,6:29:51,452,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,13:29:41,300,6/27/22,13:29:41,300,26,Departing,x,x
6/27/22,6:30:01,530,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,13:29:51,400,6/27/22,13:29:51,400,43,Arriving,x,x
6/27/22,6:30:11,608,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,13:30:01,500,6/27/22,13:30:01,500,6,Unknown,x,
6/27/22,6:32:12,515,10,200330,25SQCMICSBBD6F4009635,DPC,6/27/22,13:32:02,400,6/27/22,13:32:02,400,34,Arriving,x,x
6/27/22,6:32:22,608,10,200330,25SQCMICSBBD6F4009635,DPC,6/27/22,13:32:12,500,6/27/22,13:32:12,500,1,Unknown,x,
6/27/22,6:32:32,671,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,13:32:22,500,6/27/22,13:32:22,500,18,Departing,x,x
6/27/22,6:35:03,687,10,200330,25SQCMICSBB2C40009679,DPC,6/27/22,13:34:53,600,6/27/22,13:34:53,600,72,Departing,x,x
6/27/22,6:35:03,687,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,13:34:53,600,6/27/22,13:34:53,600,60,Unknown,x,
6/27/22,6:35:13,765,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,13:35:03,600,6/27/22,13:35:03,600,14,Departing,x,x
6/27/22,6:37:54,937,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,13:37:44,800,6/27/22,13:37:44,800,68,Arriving,x,x
6/27/22,6:40:36,140,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,13:40:26,0,6/27/22,13:40:26,0,4,Unknown,x,
6/27/22,6:40:46,233,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,13:40:36,100,6/27/22,13:40:36,100,11,Departing,x,x
6/27/22,6:40:56,312,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,13:40:46,200,6/27/22,13:40:46,200,42,Arriving,x,x
6/27/22,6:42:16,905,10,200330,25SQCMICSBBD6F4009635,DPC,6/27/22,13:42:06,800,6/27/22,13:42:06,800,3,Departing,x,x
6/27/22,6:42:47,171,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,13:42:37,0,6/27/22,13:42:37,0,11,Unknown,x,
6/27/22,6:51:40,843,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:51:30,700,6/27/22,13:51:30,700,28,Unknown,x,
6/27/22,6:51:50,905,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:51:40,800,6/27/22,13:51:40,800,109,Departing,x,x
6/27/22,6:52:00,968,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:51:50,900,6/27/22,13:51:50,900,57,Unknown,x,
6/27/22,6:52:21,140,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:52:11,0,6/27/22,13:52:11,0,128,Arriving,x,x
6/27/22,6:52:31,233,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:52:21,100,6/27/22,13:52:21,100,226,Arriving,x,x
6/27/22,6:52:41,327,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:52:31,200,6/27/22,13:52:31,200,228,Arriving,x,x
6/27/22,6:52:51,421,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:52:41,300,6/27/22,13:52:41,300,229,Departing,x,x
6/27/22,6:53:01,530,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:52:51,400,6/27/22,13:52:51,400,221,Arriving,x,x
6/27/22,6:53:11,608,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:53:01,500,6/27/22,13:53:01,500,230,Arriving,x,x
6/27/22,6:53:21,671,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:53:11,600,6/27/22,13:53:11,600,228,Departing,x,x
6/27/22,6:53:31,749,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,13:53:21,600,6/27/22,13:53:21,600,123,Arriving,x,x
6/27/22,6:53:51,905,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,13:53:41,800,6/27/22,13:53:41,800,43,Arriving,x,x
6/27/22,6:54:42,312,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,13:54:32,200,6/27/22,13:54:32,200,5,Departing,x,x
6/27/22,6:56:43,155,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,13:56:33,0,6/27/22,13:56:33,0,2,Unknown,x,
6/27/22,6:56:43,155,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,13:56:33,0,6/27/22,13:56:33,0,34,Departing,x,x
6/27/22,6:56:53,218,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,13:56:43,100,6/27/22,13:56:43,100,46,Arriving,x,x
6/27/22,6:58:03,702,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,13:57:53,600,6/27/22,13:57:53,600,3,Unknown,x,
6/27/22,6:58:13,765,10,200330,25SQCMICSBBD6F4009635,DPC,6/27/22,13:58:03,700,6/27/22,13:58:03,700,105,Arriving,x,x
6/27/22,6:59:54,468,10,200330,25SQCMICSBB2C40009679,DPC,6/27/22,13:59:44,400,6/27/22,13:59:44,400,51,Arriving,x,x
6/27/22,7:00:24,718,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,14:00:14,600,6/27/22,14:00:14,600,46,Departing,x,x
6/27/22,7:01:45,312,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,14:01:35,200,6/27/22,14:01:35,200,12,Departing,x,x
6/27/22,7:02:45,749,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,14:02:35,600,6/27/22,14:02:35,600,3,Unknown,x,
6/27/22,7:02:55,812,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,14:02:45,700,6/27/22,14:02:45,700,16,Departing,x,x
6/27/22,7:06:07,233,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,14:05:57,100,6/27/22,14:05:57,100,3,Unknown,x,
6/27/22,7:06:17,312,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,14:06:07,200,6/27/22,14:06:07,200,32,Arriving,x,x
6/27/22,7:08:08,124,10,200330,25SQCMICSBB6E180096CC,DPC,6/27/22,14:07:58,0,6/27/22,14:07:58,0,2,Departing,x,x
6/27/22,7:09:08,562,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:08:58,500,6/27/22,14:08:58,500,22,Arriving,x,x
6/27/22,7:09:38,765,10,200330,25SQCMICSBBD6F4009635,DPC,6/27/22,14:09:28,700,6/27/22,14:09:28,700,3,Unknown,x,
6/27/22,7:09:58,905,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,14:09:48,800,6/27/22,14:09:48,800,2,Arriving,x,x
6/27/22,7:10:39,218,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:10:29,100,6/27/22,14:10:29,100,38,Arriving,x,x
6/27/22,7:11:29,593,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,14:11:19,500,6/27/22,14:11:19,500,23,Departing,x,x
6/27/22,7:11:39,687,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,14:11:29,500,6/27/22,14:11:29,500,39,Departing,x,x
6/27/22,7:12:19,952,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,14:12:09,900,6/27/22,14:12:09,900,3,Unknown,x,
6/27/22,7:12:30,62,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,14:12:19,900,6/27/22,14:12:19,900,28,Arriving,x,x
6/27/22,7:12:30,62,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,14:12:19,900,6/27/22,14:12:19,900,32,Arriving,x,x
6/27/22,7:13:30,515,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,14:13:20,400,6/27/22,14:13:20,400,24,Departing,x,x
6/27/22,7:13:40,608,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,14:13:30,500,6/27/22,14:13:30,500,29,Unknown,x,
6/27/22,7:15:01,249,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,14:14:51,100,6/27/22,14:14:51,100,61,Arriving,x,x
6/27/22,7:17:02,140,10,200330,25SQCMICSBB934B00962B,DPC,6/27/22,14:16:52,0,6/27/22,14:16:52,0,46,Departing,x,x
6/27/22,7:17:32,374,10,200330,25SQCMICSBB934B00962B,DPC,6/27/22,14:17:22,200,6/27/22,14:17:22,200,22,Arriving,x,x
6/27/22,7:18:42,858,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,14:18:32,700,6/27/22,14:18:32,700,12,Departing,x,x
6/27/22,7:20:43,671,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,14:20:33,500,6/27/22,14:20:33,500,13,Departing,x,x
6/27/22,7:22:34,452,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,14:22:24,300,6/27/22,14:22:24,300,75,Arriving,x,x
6/27/22,7:25:15,608,10,200330,25SQCMICSBBD6F4009635,DPC,6/27/22,14:25:05,500,6/27/22,14:25:05,500,105,Arriving,x,x
6/27/22,7:25:25,687,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,14:25:15,600,6/27/22,14:25:15,600,94,Arriving,x,x
6/27/22,7:32:08,687,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,14:31:58,600,6/27/22,14:31:58,600,33,Arriving,x,x
6/27/22,7:32:18,765,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,14:32:08,600,6/27/22,14:32:08,600,13,Unknown,x,
6/27/22,7:34:39,780,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,14:34:29,600,6/27/22,14:34:29,600,37,Departing,x,x
6/27/22,7:34:59,937,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,14:34:49,800,6/27/22,14:34:49,800,53,Departing,x,x
6/27/22,7:34:59,937,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,14:34:49,800,6/27/22,14:34:49,800,32,Arriving,x,x
6/27/22,7:36:30,593,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,14:36:20,500,6/27/22,14:36:20,500,17,Unknown,x,
6/27/22,7:36:40,655,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,14:36:30,500,6/27/22,14:36:30,500,61,Arriving,x,x
6/27/22,7:37:41,46,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,14:37:31,0,6/27/22,14:37:31,0,23,Departing,x,x
6/27/22,7:38:11,265,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,14:38:01,200,6/27/22,14:38:01,200,19,Departing,x,x
6/27/22,7:38:31,421,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,14:38:21,300,6/27/22,14:38:21,300,4,Unknown,x,
6/27/22,7:38:41,483,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,14:38:31,400,6/27/22,14:38:31,400,10,Departing,x,x
6/27/22,7:39:21,796,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,14:39:11,700,6/27/22,14:39:11,700,36,Arriving,x,x
6/27/22,7:39:31,890,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,14:39:21,700,6/27/22,14:39:21,700,25,Departing,x,x
6/27/22,7:40:32,358,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,14:40:22,200,6/27/22,14:40:22,200,71,Arriving,x,x
6/27/22,7:40:32,358,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,14:40:22,200,6/27/22,14:40:22,200,58,Departing,x,x
6/27/22,7:41:32,796,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,14:41:22,700,6/27/22,14:41:22,700,45,Arriving,x,x
6/27/22,7:44:44,108,10,200330,25SQCMICSBB934B00962B,DPC,6/27/22,14:44:34,0,6/27/22,14:44:34,0,11,Departing,x,x
6/27/22,7:44:54,171,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,14:44:44,100,6/27/22,14:44:44,100,21,Departing,x,x
6/27/22,7:44:54,171,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,14:44:44,100,6/27/22,14:44:44,100,65,Arriving,x,x
6/27/22,7:46:55,62,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,14:46:44,900,6/27/22,14:46:44,900,46,Arriving,x,x
6/27/22,7:47:05,140,10,200330,25SQCMICSBB6E180096CC,DPC,6/27/22,14:46:55,0,6/27/22,14:46:55,0,22,Arriving,x,x
6/27/22,7:47:25,265,10,200330,25SQCMICSBBAA69009BF2,DPC,6/27/22,14:47:15,200,6/27/22,14:47:15,200,64,Departing,x,x
6/27/22,7:47:45,452,10,200330,25SQCMICSBBD7E60096C3,DPC,6/27/22,14:47:35,300,6/27/22,14:47:35,300,33,Departing,x,x
6/27/22,7:47:45,452,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,14:47:35,300,6/27/22,14:47:35,300,80,Departing,x,x
6/27/22,7:47:55,530,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,14:47:45,400,6/27/22,14:47:45,400,126,Arriving,x,x
6/27/22,7:47:55,530,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,14:47:45,400,6/27/22,14:47:45,400,37,Arriving,x,x
6/27/22,7:48:05,608,10,200330,25SQCMICSBBE94F009712,DPC,6/27/22,14:47:55,500,6/27/22,14:47:55,500,18,Unknown,x,
6/27/22,7:48:15,718,10,200330,25SQCMICSBBE94F009712,DPC,6/27/22,14:48:05,600,6/27/22,14:48:05,600,5,Unknown,x,
6/27/22,7:48:15,718,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,14:48:05,600,6/27/22,14:48:05,600,36,Departing,x,x
6/27/22,7:48:15,718,10,200330,25SQCMICSBB934B00962B,DPC,6/27/22,14:48:05,600,6/27/22,14:48:05,600,31,Arriving,x,x
6/27/22,7:48:35,890,10,200330,25SQCMICSBBD7E60096C3,DPC,6/27/22,14:48:25,700,6/27/22,14:48:25,700,42,Arriving,x,x
6/27/22,7:49:16,171,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,14:49:06,0,6/27/22,14:49:06,0,43,Departing,x,x
6/27/22,7:49:46,405,10,200330,25SQCMICSBBAA69009BF2,DPC,6/27/22,14:49:36,300,6/27/22,14:49:36,300,79,Arriving,x,x
6/27/22,7:49:46,405,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:49:36,300,6/27/22,14:49:36,300,30,Unknown,x,
6/27/22,7:49:56,499,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:49:46,300,6/27/22,14:49:46,300,73,Arriving,x,x
6/27/22,7:50:06,562,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:49:56,400,6/27/22,14:49:56,400,9,Unknown,x,
6/27/22,7:50:16,640,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:50:06,500,6/27/22,14:50:06,500,106,Unknown,x,
6/27/22,7:50:26,718,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:50:16,600,6/27/22,14:50:16,600,30,Departing,x,x
6/27/22,7:50:36,796,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:50:26,700,6/27/22,14:50:26,700,4,Departing,x,x
6/27/22,7:50:56,999,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:50:46,800,6/27/22,14:50:46,800,123,Arriving,x,x
6/27/22,7:50:56,999,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,14:50:46,800,6/27/22,14:50:46,800,5,Unknown,x,
6/27/22,7:51:07,77,10,200330,25SQCMICSBB0F49009BBC,DPC,6/27/22,14:50:56,900,6/27/22,14:50:56,900,18,Unknown,x,
6/27/22,7:51:07,77,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,14:50:56,900,6/27/22,14:50:56,900,1,Unknown,x,
6/27/22,7:51:37,312,10,200330,25SQCMICSBBE94F009712,DPC,6/27/22,14:51:27,200,6/27/22,14:51:27,200,20,Arriving,x,x
6/27/22,7:53:38,187,10,200330,25SQCMICSBB6E180096CC,DPC,6/27/22,14:53:28,0,6/27/22,14:53:28,0,12,Departing,x,x
6/27/22,7:53:38,187,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,14:53:28,0,6/27/22,14:53:28,0,46,Departing,x,x
6/27/22,7:57:49,983,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,14:57:39,900,6/27/22,14:57:39,900,10,Unknown,x,
6/27/22,7:58:00,62,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,14:57:49,900,6/27/22,14:57:49,900,26,Departing,x,x
6/27/22,7:59:20,655,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,14:59:10,500,6/27/22,14:59:10,500,16,Arriving,x,x
6/27/22,8:01:01,358,10,200330,25SQCMICSBB13AF009695,DPC,6/27/22,15:00:51,200,6/27/22,15:00:51,200,43,Departing,x,x
6/27/22,8:06:13,483,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,15:06:03,400,6/27/22,15:06:03,400,25,Departing,x,x
6/27/22,8:06:23,562,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,15:06:13,500,6/27/22,15:06:13,500,119,Departing,x,x
6/27/22,8:06:23,562,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,15:06:13,500,6/27/22,15:06:13,500,1,Unknown,x,
6/27/22,8:06:33,640,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,15:06:23,500,6/27/22,15:06:23,500,67,Departing,x,x
6/27/22,8:06:33,640,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,15:06:23,500,6/27/22,15:06:23,500,18,Departing,x,x
6/27/22,8:06:43,718,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,15:06:33,600,6/27/22,15:06:33,600,22,Arriving,x,x
6/27/22,8:06:43,718,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,15:06:33,600,6/27/22,15:06:33,600,69,Arriving,x,x
6/27/22,8:06:53,796,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,15:06:43,700,6/27/22,15:06:43,700,96,Departing,x,x
6/27/22,8:07:03,858,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,15:06:53,700,6/27/22,15:06:53,700,74,Unknown,x,
6/27/22,8:07:13,921,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,15:07:03,800,6/27/22,15:07:03,800,13,Arriving,x,x
6/27/22,8:08:34,515,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,15:08:24,400,6/27/22,15:08:24,400,33,Arriving,x,x
6/27/22,8:08:44,593,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,15:08:34,500,6/27/22,15:08:34,500,34,Departing,x,x
6/27/22,8:09:34,921,10,200330,25SQCMICSBB13AF009695,DPC,6/27/22,15:09:24,800,6/27/22,15:09:24,800,49,Arriving,x,x
6/27/22,8:09:55,62,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,15:09:45,0,6/27/22,15:09:45,0,28,Arriving,x,x
6/27/22,8:10:05,140,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,15:09:55,0,6/27/22,15:09:55,0,9,Arriving,x,x
6/27/22,8:12:05,952,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,15:11:55,800,6/27/22,15:11:55,800,15,Unknown,x,
6/27/22,8:12:16,30,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,15:12:05,900,6/27/22,15:12:05,900,38,Arriving,x,x
